longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.05,37.95,27.0,3513.0,791.0,1875.0,694.0,3.1838,12.111761966058932
-122.05,37.95,20.0,563.0,107.0,246.0,123.0,5.4482,12.158981037996323
-122.01,37.95,8.0,3866.0,539.0,1555.0,513.0,6.0901,12.605519681312774
-122.02,37.96,25.0,2615.0,368.0,935.0,366.0,6.6727,12.628394870704762
-122.03,37.96,20.0,2636.0,691.0,1142.0,627.0,2.1083,11.998433280751929
-122.03,37.95,14.0,3287.0,793.0,1601.0,716.0,3.1719,12.303652973869038
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,12.246734627249063
-122.03,37.95,32.0,1955.0,313.0,804.0,317.0,4.9485,12.217507023155838
-122.02,37.95,22.0,3526.0,510.0,1660.0,508.0,5.6642,12.375815420117268
-122.02,37.94,23.0,3516.0,661.0,1465.0,623.0,4.2569,12.269516818086709
-122.02,37.94,19.0,3192.0,612.0,1317.0,594.0,4.125,12.495378399098053
-122.01,37.94,26.0,1619.0,224.0,706.0,220.0,6.0704,12.498742259492994
-122.01,37.94,18.0,2077.0,298.0,937.0,292.0,6.3809,12.519422464730532
-122.0,37.95,9.0,2214.0,256.0,848.0,239.0,6.8145,12.734345182899885
-122.01,37.93,25.0,2652.0,335.0,1062.0,334.0,7.5898,12.707453810468165
-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,3.1406,12.002118788609105
-122.04,37.94,24.0,5732.0,873.0,2444.0,888.0,5.6292,12.351903093741713
-122.05,37.94,22.0,2105.0,354.0,993.0,365.0,4.6602,12.336223329995219
-122.04,37.95,29.0,866.0,138.0,341.0,133.0,4.7188,12.191466493140812
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,11.881726588706801
-122.03,37.94,21.0,5541.0,776.0,2214.0,737.0,5.5777,12.540041751933268
-122.03,37.93,21.0,4712.0,624.0,1773.0,615.0,6.0918,12.750719817771675
-122.05,37.93,5.0,4274.0,1153.0,1503.0,881.0,4.0473,12.493129522588037
-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,12.127570417375216
-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,12.366063381839115
-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,12.7691111407431
-122.03,37.92,23.0,3318.0,408.0,1124.0,393.0,6.5847,12.790520409166778
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,12.815022667289364
-122.03,37.91,29.0,5438.0,871.0,2310.0,890.0,5.0362,12.525616691130699
-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,12.35793499483942
-122.06,37.9,25.0,5869.0,1685.0,2669.0,1554.0,2.6998,12.283496542494976
-122.06,37.89,21.0,4985.0,1590.0,2575.0,1458.0,3.1002,11.646581849782901
-122.07,37.93,45.0,1544.0,244.0,614.0,238.0,5.0255,12.328290278254423
-122.07,37.93,25.0,7201.0,1521.0,3264.0,1433.0,3.7433,12.43758111317601
-122.07,37.92,26.0,3872.0,739.0,1629.0,684.0,4.4312,12.323855681186558
-122.08,37.92,28.0,2377.0,469.0,1068.0,435.0,4.4561,12.429216196844383
-122.08,37.92,26.0,1733.0,265.0,796.0,274.0,6.195,12.48710767526016
-122.07,37.91,28.0,1731.0,295.0,810.0,295.0,5.0391,12.467667383218636
-122.07,37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,12.58621994565405
-122.08,37.9,32.0,1075.0,170.0,486.0,173.0,5.0499,12.633951348475238
-122.09,37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,12.634277240607828
-122.07,37.89,28.0,3410.0,746.0,1428.0,670.0,4.3864,12.494254593023605
-122.08,37.89,39.0,3018.0,501.0,1223.0,489.0,6.2924,12.556377342461063
-122.08,37.9,29.0,4133.0,770.0,1691.0,744.0,5.1097,12.570715759118084
-122.07,37.89,38.0,2139.0,343.0,809.0,340.0,5.5636,12.501722887631132
-122.07,37.89,38.0,757.0,124.0,319.0,123.0,5.6558,12.4810493454844
-122.06,37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,12.739344458125995
-122.05,37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,12.892950213076524
-122.05,37.9,24.0,4125.0,1020.0,1699.0,873.0,2.9526,12.509874099861838
-122.05,37.9,32.0,2676.0,484.0,986.0,473.0,4.6528,12.723973182968127
-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,12.646261189696723
-122.04,37.89,33.0,2423.0,322.0,998.0,346.0,7.5349,12.763113693093127
-122.05,37.9,32.0,4498.0,862.0,1818.0,851.0,4.8088,12.679819261054744
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,12.527431244341338
-122.02,37.89,29.0,6349.0,858.0,2450.0,778.0,7.5,12.783247649837698
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,12.652999543445933
-122.03,37.86,29.0,3025.0,477.0,1035.0,452.0,6.112,12.875439297424716
-122.04,37.85,27.0,6039.0,780.0,2181.0,761.0,9.5862,13.05921056239906
-121.94,37.73,22.0,1980.0,291.0,861.0,290.0,6.2726,12.461489757394679
-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,12.469590090982656
-121.93,37.73,23.0,2564.0,347.0,1043.0,351.0,6.2048,12.524526376648708
-121.93,37.73,8.0,831.0,231.0,404.0,224.0,3.375,12.765688433465597
-121.95,37.74,19.0,1127.0,170.0,518.0,167.0,6.3325,12.429216196844383
-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,12.491251587763836
-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,12.505436222755792
-121.92,37.73,24.0,1407.0,327.0,501.0,295.0,2.4821,11.965274158977243
-121.93,37.74,16.0,3326.0,419.0,1272.0,402.0,6.8806,12.746942390644541
-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,12.598452514089683
-121.97,37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,12.652359748158593
-121.98,37.8,17.0,3354.0,422.0,1457.0,425.0,7.6473,12.753615852231327
-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,12.747524462837925
-121.98,37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,12.791356180214175
-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,12.907683904502248
-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,12.782686009834167
-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,12.819093781610833
-121.97,37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,12.740517134894798
-121.95,37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,12.784650371346983
-121.96,37.76,8.0,3865.0,463.0,1548.0,432.0,9.7037,12.96007971434688
-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,12.782966869265868
-121.93,37.76,5.0,2255.0,269.0,876.0,258.0,10.3345,13.04202062472179
-121.92,37.74,8.0,452.0,51.0,140.0,43.0,12.5915,12.97710636474719
-121.93,37.78,2.0,227.0,35.0,114.0,49.0,3.1591,12.982411416976884
-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,12.765688433465597
-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,12.852914073213608
-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,12.690348934062628
-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,12.897468293051313
-122.02,37.84,34.0,1879.0,265.0,729.0,263.0,7.7072,13.003129289480631
-122.01,37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,12.865145845756368
-122.0,37.82,20.0,2206.0,458.0,926.0,432.0,4.6042,12.454494004028652
-121.99,37.82,22.0,1248.0,271.0,579.0,269.0,3.375,12.206072645530174
-122.03,37.83,24.0,5948.0,738.0,1997.0,710.0,9.8708,13.122365377402328
-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,12.594052439297318
-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,12.146853285870202
-122.02,37.8,11.0,6200.0,907.0,2286.0,896.0,7.6518,12.79191297310161
-122.03,37.87,21.0,3521.0,447.0,1396.0,467.0,8.2673,12.790241663520375
-122.02,37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,12.568282244967381
-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,12.997706772804774
-122.03,37.86,25.0,3004.0,393.0,1145.0,376.0,7.2655,13.110290796170059
-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,13.122365377402328
-121.97,37.87,4.0,1029.0,126.0,416.0,122.0,13.4883,13.122365377402328
-121.96,37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,12.894709670612233
-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,13.122365377402328
-121.96,37.85,10.0,3209.0,379.0,1199.0,392.0,12.2478,13.122365377402328
-121.99,37.83,16.0,2939.0,380.0,1177.0,396.0,8.0839,12.826649133255284
-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,12.769395838253919
-121.95,37.81,5.0,7178.0,898.0,2823.0,907.0,9.0776,13.017891355807617
-122.1,37.93,20.0,10212.0,1424.0,4083.0,1374.0,8.039,12.85369931078831
-122.12,37.94,22.0,4949.0,626.0,1850.0,590.0,10.4549,13.122365377402328
-122.1,37.9,38.0,827.0,144.0,368.0,136.0,6.5095,12.592694665836857
-122.14,37.9,32.0,5738.0,746.0,2099.0,732.0,10.3224,13.122365377402328
-122.12,37.91,34.0,5683.0,755.0,1962.0,723.0,8.3678,13.028711821322874
-122.09,37.89,35.0,880.0,139.0,352.0,132.0,6.8686,12.915339207970002
-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,12.645294850436471
-122.11,37.89,32.0,2372.0,516.0,1067.0,492.0,4.3235,12.540757571577291
-122.11,37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666,12.760532306316225
-122.12,37.88,35.0,2785.0,362.0,1001.0,363.0,8.0448,12.979185607728
-122.12,37.89,30.0,3227.0,733.0,1260.0,684.0,4.125,12.45722039325398
-122.13,37.89,27.0,744.0,214.0,295.0,169.0,2.7411,12.765688433465597
-122.13,37.87,18.0,1820.0,220.0,728.0,229.0,10.3713,12.962429339488004
-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,12.885120901710618
-122.07,37.88,11.0,1077.0,318.0,590.0,264.0,3.5536,12.866696634384558
-122.08,37.88,24.0,2059.0,462.0,410.0,294.0,2.3971,11.506907392644665
-122.08,37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167,11.53956739591665
-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,12.136186518066006
-122.07,37.86,23.0,1025.0,205.0,263.0,191.0,3.12,11.951180395901384
-122.06,37.86,16.0,5187.0,1014.0,1512.0,986.0,4.4551,12.438770409649194
-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,12.237086699059343
-122.08,37.87,26.0,2405.0,564.0,680.0,531.0,2.4896,11.203679214602607
-122.1,37.88,35.0,3701.0,528.0,1511.0,517.0,7.2315,12.813389569484926
-122.09,37.86,27.0,5484.0,760.0,2212.0,770.0,7.6202,12.905698792187827
-122.11,37.87,33.0,3398.0,500.0,1351.0,457.0,6.5814,12.657785004803658
-122.12,37.85,18.0,5252.0,686.0,1870.0,657.0,8.0074,13.026072717086043
-122.08,37.84,17.0,1320.0,159.0,1722.0,141.0,11.7064,13.122365377402328
-122.12,37.81,26.0,4048.0,513.0,1486.0,498.0,7.6717,12.939641740589034
-122.12,37.82,26.0,2269.0,317.0,918.0,313.0,6.6657,12.80628183043085
-122.11,37.83,19.0,5130.0,741.0,1887.0,712.0,7.202999999999999,12.820987977820545
-122.08,37.82,4.0,2045.0,237.0,830.0,252.0,11.3421,13.122365377402328
-122.14,37.86,20.0,6201.0,1182.0,2415.0,1141.0,4.5744,12.65714826489039
-122.14,37.85,27.0,9147.0,1276.0,3371.0,1269.0,7.3267,12.87364557497069
-122.14,37.84,24.0,2131.0,343.0,874.0,373.0,5.6349,12.781561782621887
-122.16,37.83,16.0,4596.0,705.0,1480.0,650.0,7.52,12.821798679121533
-122.16,37.86,36.0,3359.0,493.0,1298.0,483.0,8.1586,12.909912455628863
-122.18,37.88,36.0,542.0,119.0,231.0,121.0,4.9,12.777617004330871
-122.18,37.86,33.0,4449.0,636.0,1684.0,617.0,8.9571,12.898469544699415
-122.16,37.89,32.0,1779.0,241.0,721.0,258.0,8.7589,12.981951223687584
-122.17,37.88,32.0,3633.0,508.0,1393.0,506.0,7.6917,12.903709731362971
-122.17,37.88,33.0,3626.0,502.0,1348.0,480.0,7.6107,12.955600159526227
-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6.9170000000000025,12.989974189358584
-122.22,37.88,20.0,95.0,13.0,31.0,15.0,2.4444,13.071070083016778
-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,12.814478597635029
-122.2,37.88,36.0,1065.0,160.0,398.0,155.0,7.7736,12.842913989879024
-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,13.122365377402328
-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,13.122365377402328
-122.18,37.9,36.0,4760.0,610.0,1511.0,572.0,9.0064,13.122365377402328
-122.18,37.89,18.0,4845.0,735.0,1634.0,734.0,8.1489,13.120361374733656
-121.84,37.98,8.0,7505.0,1089.0,3325.0,1016.0,5.2699,12.226855184712702
-121.81,37.97,8.0,1584.0,236.0,615.0,202.0,6.4753,12.024550768906783
-121.78,37.97,4.0,17032.0,2546.0,7653.0,2359.0,5.5601,12.27232844130724
-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,11.998433280751929
-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,13.122365377402328
-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,13.122365377402328
-121.91,37.81,7.0,3477.0,416.0,1216.0,395.0,13.1499,13.122365377402328
-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,13.092728572274638
-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,12.255338886833092
-121.96,37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,12.17921519136029
-121.96,37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,12.107356672591017
-121.95,37.94,21.0,3153.0,411.0,1318.0,431.0,6.8642,12.561646984024874
-121.97,37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134,12.634603026569334
-122.01,37.92,18.0,2808.0,337.0,1038.0,337.0,8.3956,12.775921609745625
-122.01,37.92,16.0,2638.0,345.0,1055.0,334.0,8.1163,12.809842014938903
-121.99,37.92,14.0,1780.0,224.0,764.0,226.0,9.0243,12.966177294215
-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,12.812299354059418
-121.92,37.96,14.0,5332.0,884.0,2093.0,839.0,5.2798,12.377501761157705
-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,12.570715759118084
-121.91,37.93,13.0,1610.0,198.0,703.0,217.0,8.7059,12.705028096725677
-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,12.583481155855813
-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,12.67732549417634
-121.93,37.93,16.0,2876.0,391.0,1089.0,377.0,6.2989999999999995,12.566889001969455
-121.93,37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,12.652679696969514
-121.95,37.94,27.0,1469.0,216.0,578.0,219.0,5.9346,12.443513501545208
-122.25,38.02,16.0,1803.0,267.0,946.0,266.0,5.7001,12.231252944060472
-122.25,38.03,15.0,3338.0,532.0,1834.0,520.0,5.6293,12.194000064295905
-122.21,38.02,15.0,2150.0,327.0,1094.0,324.0,6.0224,12.198544379109382
-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,12.64658309538114
-122.23,38.06,52.0,1350.0,266.0,490.0,257.0,3.125,12.050003459880285
-122.23,38.05,52.0,1736.0,358.0,638.0,297.0,2.5517,11.89886790658953
-122.21,38.06,52.0,2735.0,559.0,1076.0,487.0,3.6154,11.95568635782209
-122.2,38.04,31.0,3029.0,500.0,1236.0,487.0,5.6022,12.190959007720126
-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,12.224403602214897
-122.27,38.04,47.0,1685.0,405.0,835.0,372.0,2.3103,11.809319478024031
-122.26,38.03,41.0,1631.0,282.0,752.0,288.0,3.9345,11.91972301831217
-122.26,38.04,41.0,2512.0,539.0,1179.0,480.0,2.694,11.719939634354555
-122.25,38.05,30.0,1255.0,297.0,779.0,307.0,1.6767,11.902938468519471
-122.32,38.06,4.0,7999.0,1611.0,3596.0,1396.0,5.0969,12.06795934340054
-122.28,38.0,26.0,2335.0,413.0,980.0,417.0,3.4471,12.09458226949681
-122.29,38.0,16.0,4986.0,1081.0,2805.0,1016.0,4.025,12.062202275110472
-122.36,38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,12.07482435892022
-122.3,38.0,34.0,1712.0,317.0,956.0,341.0,4.4394,11.99535161421452
-122.31,38.0,26.0,3735.0,641.0,1708.0,633.0,4.621,12.160552130228364
-122.31,38.01,18.0,4123.0,874.0,1895.0,772.0,3.2759,12.180754837545884
-122.28,37.99,28.0,3801.0,622.0,1654.0,571.0,4.375,12.171998665196423
-122.26,37.98,28.0,2038.0,329.0,947.0,349.0,5.1178,12.196022309676673
-122.27,37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,12.40163942907415
-122.27,37.98,23.0,3455.0,479.0,1375.0,474.0,6.0289,12.294998854724575
-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,12.127029438189721
-122.24,38.01,11.0,3751.0,565.0,1949.0,555.0,5.7862,12.5039525429584
-122.24,38.01,16.0,2084.0,315.0,1154.0,307.0,6.0102,12.369890730759568
-122.25,38.0,16.0,2978.0,411.0,1531.0,400.0,6.5006,12.378764653348286
-122.26,38.0,14.0,2338.0,391.0,1003.0,398.0,4.2269,12.04649057570571
-122.26,38.0,6.0,678.0,104.0,318.0,91.0,5.2375,12.414711510641501
-122.27,38.0,15.0,1216.0,166.0,572.0,178.0,5.8418,12.38964342172456
-122.27,38.0,12.0,1592.0,242.0,969.0,233.0,6.1576,12.424002629791495
-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,12.51686070669643
-122.29,37.98,27.0,2133.0,347.0,850.0,350.0,5.1046,12.253909974944333
-122.28,37.96,35.0,1579.0,243.0,734.0,264.0,5.5,12.211060187041213
-122.27,37.97,10.0,15259.0,2275.0,7266.0,2338.0,6.0666,12.515026853257494
-122.3,37.97,30.0,4030.0,772.0,1777.0,718.0,3.6393,12.122691036591123
-122.3,37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,12.011880916165731
-122.29,37.97,20.0,3426.0,632.0,1512.0,580.0,4.4911,12.334465860298574
-122.3,37.97,35.0,1811.0,377.0,911.0,340.0,3.375,11.91638857040772
-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,12.154779351142624
-122.32,37.95,37.0,1887.0,353.0,895.0,359.0,4.45,12.188926486695204
-122.31,37.94,38.0,1794.0,349.0,810.0,335.0,3.8343,12.162120758000992
-122.31,37.94,38.0,2172.0,403.0,945.0,384.0,4.3958,12.176643834839362
-122.32,37.95,36.0,1425.0,245.0,573.0,239.0,4.35,12.128111104060462
-122.31,37.99,25.0,6508.0,1137.0,3259.0,1081.0,4.2348,11.96908368739391
-122.3,37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,12.00944930402536
-122.32,37.97,29.0,2347.0,464.0,1135.0,490.0,3.9722,11.9891596439666
-122.32,38.01,26.0,3054.0,492.0,1495.0,496.0,4.6944,12.050003459880285
-122.33,38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,11.59910316121128
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,12.048248560336607
-122.32,37.99,24.0,4865.0,968.0,2315.0,893.0,4.2852,12.063932878369052
-122.32,38.0,32.0,2275.0,397.0,1233.0,418.0,4.0437,12.000277732550577
-122.34,37.99,42.0,1531.0,326.0,1271.0,377.0,2.6167,11.351582314561465
-122.33,37.98,3.0,2850.0,544.0,1024.0,515.0,6.0115,12.072541252905651
-122.33,37.99,4.0,3999.0,1079.0,1591.0,887.0,3.911,11.630708500626612
-122.39,38.0,33.0,44.0,6.0,23.0,11.0,4.125,12.266697267346608
-122.36,37.96,39.0,246.0,57.0,316.0,52.0,0.716,11.554067408301403
-122.36,37.96,31.0,1157.0,276.0,956.0,232.0,1.5347,11.294769455167058
-122.36,37.95,40.0,408.0,102.0,302.0,81.0,1.8333,11.153389288750464
-122.37,37.95,35.0,215.0,45.0,100.0,34.0,1.6023,11.305901295535902
-122.37,37.95,32.0,1298.0,363.0,716.0,268.0,0.9797,11.243737975154612
-122.37,37.96,37.0,1572.0,402.0,1046.0,350.0,0.7403,11.136047813713976
-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,11.119882876860622
-122.34,37.98,33.0,2014.0,410.0,1354.0,427.0,3.9773,11.785240060290887
-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,11.797352244701337
-122.34,37.97,19.0,392.0,109.0,287.0,81.0,6.0426,11.608235644774552
-122.35,37.96,32.0,1991.0,504.0,1139.0,423.0,2.0353,11.640438785269188
-122.35,37.97,43.0,2178.0,482.0,1545.0,471.0,2.5863,11.628038272070732
-122.35,37.97,31.0,2892.0,685.0,2104.0,641.0,3.2188,11.642197800674367
-122.32,37.97,33.0,1595.0,292.0,991.0,300.0,4.6937,11.80634106926977
-122.32,37.97,33.0,1156.0,190.0,643.0,209.0,4.5,11.96145006253884
-122.33,37.97,19.0,5151.0,1335.0,2548.0,1165.0,3.3125,11.975400827795172
-122.33,37.98,32.0,1967.0,348.0,1144.0,364.0,4.4135,11.919057017621553
-122.33,37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,11.781424718005235
-122.34,37.97,19.0,2237.0,580.0,1438.0,551.0,2.3382,11.701063407085623
-122.33,37.96,46.0,1222.0,236.0,819.0,251.0,3.9118,11.770663661048937
-122.35,37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,11.645706576204047
-122.35,37.96,29.0,1899.0,524.0,1357.0,443.0,1.875,11.48452599044853
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,11.489656838030873
-122.35,37.95,31.0,2449.0,595.0,1801.0,548.0,2.6328,11.610959205241594
-122.35,37.96,34.0,1428.0,335.0,1272.0,319.0,2.5461,11.449985665196355
-122.36,37.96,30.0,950.0,317.0,1073.0,280.0,1.8664,11.588032937457033
-122.32,37.96,25.0,1728.0,403.0,934.0,412.0,3.375,11.803353763090035
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,12.116147938002186
-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,11.89204659773879
-122.33,37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,11.701891564482851
-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,11.800357506166801
-122.34,37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,11.54829260880752
-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,12.01430662990822
-122.32,37.94,46.0,1901.0,295.0,833.0,352.0,5.5196,12.258665095649345
-122.32,37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,12.138328993443654
-122.33,37.95,42.0,1627.0,336.0,848.0,316.0,3.7708,11.881726588706801
-122.33,37.94,45.0,1226.0,279.0,590.0,260.0,2.8833,11.852250770573848
-122.33,37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,11.855095722706078
-122.33,37.94,43.0,1876.0,389.0,807.0,377.0,3.1571,11.860761460241756
-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,11.842948377911535
-122.33,37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,11.923709734555993
-122.34,37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,11.80634106926977
-122.33,37.95,45.0,1585.0,329.0,981.0,373.0,3.0313,11.818938494106733
-122.33,37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,11.867798786962332
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,11.815249814158879
-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,11.80110741246366
-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,11.81377052394829
-122.34,37.95,38.0,1340.0,298.0,766.0,241.0,3.2833,11.623571985057293
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,11.622676328929348
-122.35,37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,11.649203083262776
-122.36,37.95,38.0,1042.0,289.0,773.0,248.0,2.7714,11.558854396858628
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.9419999999999997,11.872695613816264
-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,11.851538266090552
-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,11.887931365593685
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,11.876873892875459
-122.35,37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,11.563618579285746
-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,11.563618579285746
-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,11.467928099039492
-122.36,37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,11.310809280848094
-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,11.27720313144916
-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,11.569305798406337
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,11.19684391799675
-122.36,37.94,41.0,2591.0,585.0,1638.0,462.0,1.8219999999999998,11.286024864778307
-122.37,37.94,49.0,969.0,229.0,599.0,195.0,1.3167,11.178850352948738
-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,11.385092093460344
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,11.342137143989946
-122.36,37.94,43.0,369.0,107.0,371.0,111.0,1.6,11.282253647235228
-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,11.708492248514204
-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,11.143310009755762
-122.37,37.93,45.0,3150.0,756.0,1798.0,749.0,1.75,10.542706391070517
-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,12.505436222755792
-122.42,37.93,47.0,3453.0,779.0,1353.0,728.0,4.016,12.522706539931722
-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,12.524526376648708
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,11.461632170582678
-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,11.424094251263613
-122.36,37.93,44.0,1891.0,449.0,1047.0,432.0,1.7727,11.363264690415821
-122.36,37.93,42.0,1796.0,389.0,1107.0,372.0,1.9375,11.37366339763672
-122.37,37.93,37.0,709.0,190.0,644.0,174.0,0.8641,11.340950200230418
-122.33,37.91,36.0,1954.0,513.0,1437.0,440.0,1.125,11.448920134994315
-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,11.451050061252142
-122.36,37.92,52.0,215.0,41.0,126.0,43.0,1.3929,11.554067408301403
-122.35,37.91,4.0,2851.0,798.0,1285.0,712.0,4.2895,12.13779380477688
